SEXO P1 P7 P16 P22 P26 P27 P29 P38 IMC
Muj 56.5 53.3 79.8 36.3 53.5 21.5 15.5 143.6 27.4
Muj 54.9 51.3 77.2 36.8 55.1 22.9 16.9 147.9 25.1
Muj 74.9 66.1 87.7 42.3 57.9 23.4 17.1 152.5 32.2
Muj 54.7 53.3 76.3 33.3 53.4 21.8 16.1 152.8 23.4
Muj 64.2 58.4 79.9 36.7 56.6 22.8 16.6 157.1 26
Muj 68.9 55.6 95.5 38 58.2 23.8 17 153.9 29.1
Muj 54.9 54.2 76.8 34.7 54.6 22.3 16.9 151.6 23.9
Muj 51.8 53.2 69.9 35.5 55.7 22.7 16.7 154.8 21.6
Muj 55.6 57.3 74.1 35.9 53.3 21.6 15.5 150 24.7
Muj 54.4 49.1 72.6 33.6 55.6 23 17.1 158.6 21.6
Muj 46.8 50.4 70.2 33.9 51.8 21.3 16 147.2 21.6
Muj 55.8 57 74.8 35.5 53.4 22 15.8 150.6 24.6
Muj 63.1 58.2 72.7 35.6 61 23.7 17.8 168.9 22.1
Muj 67.8 65.7 80.2 39.2 58.4 22.6 17.3 160.7 26.3
Muj 48.2 48.1 66.8 32 51.4 21.8 16.6 152.5 20.7
Muj 53.8 52.9 77.8 33.9 53.5 22.1 15.8 153.5 22.8
Muj 48.8 50.9 63.6 33.5 54 23.2 17.4 160.9 18.9
Muj 68.1 59.2 96.8 38.6 55.9 21.9 16.4 148 31.1
Muj 62.2 53 81 35.2 54.5 23 15.9 155.7 25.7
Muj 61.8 62 72.9 38.5 56.2 22.7 17.2 155.9 25.4
Muj 70.3 61.4 82.9 39.9 57.4 24.5 17.2 159.7 27.6
Muj 84.2 67.3 103.6 40.2 57.9 22.7 17.1 153.5 35.7
Muj 46.6 54.3 68.2 35.4 50.3 21.4 15 146.6 21.7
Muj 73.5 60.3 94.3 38.5 54.1 22.1 16.5 145.7 34.6
Muj 65 62 79.8 38.7 58.8 23.5 16.9 157.9 26.1
Muj 60 55.5 75.6 34.6 55.7 23.7 16.7 154.9 25
Muj 52.3 55.7 70.1 35.5 54.6 22.4 16.3 157.5 21.1
Muj 53.4 53.8 81.7 33.2 52.1 21.7 15.8 147.5 24.5
Muj 63.7 59.8 78.6 36.8 56.6 23.3 16.5 158.3 25.4
Muj 39.6 44.1 62.4 29 47.2 22.8 16.4 142.1 19.6
Muj 63.8 62.1 86.3 36.9 52.9 22 15.8 144.7 30.5
Muj 64 59 84.2 37.5 52.6 22 16.3 148.3 29.1
Muj 72 57.7 97.6 37.2 56.4 22.8 16.7 152 31.2
Muj 60.9 56.1 77 38.6 54.9 22.2 16.1 154.4 25.6
Muj 54.5 55.3 72.8 34.3 54.3 23.1 17 150.4 24.1
Muj 52.6 53.7 73.8 32.7 53.6 22.5 15.5 148.8 23.8
Muj 52.6 52.2 67.4 33.1 53.9 22.5 16.5 159.4 20.7
Muj 55.6 53.4 73.6 33.9 53.9 22.5 16.7 153.8 23.5
Muj 62.1 58.5 77 36.1 53.6 23 16.9 153.2 26.5
Muj 48.7 50.4 69 31 53.3 22.4 15.6 152.4 21
Muj 67.9 64 87.1 40 55.3 22.9 16.8 149.9 30.2
Muj 62.4 59.3 76.7 36.9 52.6 23.4 17.2 155.7 25.7
Muj 56.2 54.4 76.5 34.6 50.9 23.3 16.7 150.6 24.8
Muj 65.3 62.8 82.6 37.2 55.3 22.5 16.3 152.8 28
Muj 63.2 57.5 86.1 36.5 53.2 21 15.4 149.2 28.4
Muj 49.2 52.6 64.4 34.9 53.1 22.3 15.2 155.4 20.4
Muj 51.7 58.2 71.3 36.6 52.6 20.7 15.9 147.8 23.7
Muj 53.7 53.1 74.7 32.7 53.9 22.5 16.6 155.1 22.3
Muj 67.1 60.9 78.4 38.7 59 23.8 17.3 160.2 26.2
Muj 48.4 48.2 74.4 31.5 51.8 21 15.5 147.4 22.3
Muj 56.2 54.3 72.7 34.6 53.1 22.9 15.9 154.7 23.5
Muj 51.6 56.2 75 33.7 51.2 21.8 15.8 144.1 24.9
Muj 58.2 54 77.4 32.6 57.4 23.2 17.2 161.7 22.3
Muj 59.2 54.1 78.1 34.6 56.5 23.7 17.5 161.7 22.6
Muj 53.4 50.9 83.2 32.6 55.5 23.1 16.1 152.5 23
Muj 53.4 49.3 69.2 31.7 54.5 24.3 16.5 157.6 21.5
Muj 47.6 49.4 61.5 33.5 55 24 16.8 164.3 17.6
Muj 61.5 58.1 74.7 37.3 53.4 22.5 16.6 152.7 26.4
Muj 61.3 56.4 79.1 36.9 52.9 21.2 15.8 148.7 27.7
Muj 50.8 50.4 67.9 33.7 54.2 23.4 17 159.7 19.9
Muj 47.5 50.2 64 34.6 51.9 22.2 15.7 149.1 21.4
Muj 61.3 56.3 77.8 37.4 55.5 22.4 16.2 150.1 27.2
Muj 52.7 46.9 77.4 31.5 53.5 23.5 17.5 152.7 22.6
Muj 42.3 47 70.1 30.7 50.6 22 15.7 143.6 20.5
Muj 77.6 63.2 89 38.2 58.5 24.9 17.7 161.4 29.8
Muj 69.3 59.4 81.8 37.8 58.1 24.4 17.6 164.9 25.5
Muj 60.4 51.2 77.8 33.3 59.5 24.9 18.3 168.2 21.4
Muj 50.8 53.6 67.1 34.1 54.4 22.7 15.5 157.6 20.5
Muj 57.5 54.3 81.9 33.9 52.3 22.3 15.1 155.8 23.7
Muj 53.6 56.6 84.5 35.7 53.5 23 16 148.7 24.2
Muj 59.9 56.6 75 36.8 53.4 21.9 15.6 150.5 26.5
Muj 53.9 51.3 74.4 34.7 50.7 21.3 15.1 148.7 24.4
Muj 59.4 54.2 72.3 34.8 54.2 24.5 17.1 158.7 23.6
Muj 50.3 54 75 33.2 50.8 22.6 15.6 148.9 22.7
Muj 62.9 58.7 78.3 38.9 53.7 21.4 16.3 150.2 27.9
Muj 66.3 57.1 75.9 35.5 58 25.2 18.1 170.4 22.8
Muj 59.2 59.6 75.7 42.2 54.6 22.5 15.8 153.7 25.1
Muj 69.6 60.4 84.3 37.3 55.3 22.5 16.5 158.9 27.6
Muj 56 52 73.2 34.8 55 22.9 16.1 163.1 21.1
Muj 59.2 57.2 78.9 34.7 55.3 22.7 15.9 153.7 25.1
Muj 58.4 55.4 78.7 35 53.1 22 15.7 152.6 25.1
Muj 60.3 55.8 78 35.5 51.3 22.3 15.7 149 27.2
Muj 46.4 53.2 62.9 34.3 53.7 23.6 17.3 157.6 18.7
Muj 50.7 49.4 70.2 33.7 57.2 23.8 17.1 166.1 18.4
Muj 47.3 49.9 63.2 32.6 53.6 22.4 16.6 153.9 20
Muj 61 55.5 78.9 36.4 55.3 23.3 16.4 162.2 23.2
Muj 62.1 59.5 72.4 37.9 56.4 23.7 16.5 165 22.8
Muj 53 55.7 78.7 35.2 53.9 22 16.1 151.8 23
Muj 50.3 48.2 66.3 33.6 56.3 23.4 16.4 163.3 18.9
Muj 62.6 58.4 83.9 35.9 54.3 22.2 15.9 155.1 26
Muj 57.5 55.3 74.6 35.6 52.8 23.1 16.3 154.8 24
Muj 52.8 53.8 66.8 36.2 54.6 22.8 16.6 159.5 20.8
Muj 70.4 61.2 82.3 39.2 57.2 24.4 17.5 163.4 26.4
Muj 47.5 48.6 63.1 34.7 51.9 21.5 16.5 154.6 19.9
Muj 55.3 52.2 73.7 33.7 57.3 25.2 17.9 163.1 20.8
Muj 44.2 47.5 64.1 30.7 50.3 21.6 15.7 148.3 20.1
Muj 50.7 52 67.7 35.7 49.8 23 16.8 155.3 21
Muj 55.4 55.7 76.2 34.6 52.3 21.1 15.2 146.9 25.7
Muj 70.4 59 91.4 37.6 57.9 23 16.6 159 27.9
Muj 68.2 55.2 88 34.9 56.7 23.9 16.7 155.4 28.2
Muj 52.5 50.4 75.2 32.6 53.3 23.5 16.1 151.2 23
Muj 61.6 62.9 71.7 38.5 55.3 23.1 16.2 156.1 25.3
Muj 71.8 58.5 86.7 38.5 57.3 24.3 17.6 157.6 28.9
Muj 61.7 58 80.2 39.2 54.6 22.7 16.8 153 26.4
Muj 69.3 60.2 81.2 40 55 22.1 16 153.2 29.5
Muj 62.8 58.4 82 38.5 53.4 21.4 15.7 151.1 27.5
Muj 58.2 54.3 79.8 37.2 55.3 23.9 16 157.1 23.6
Muj 57.5 55.1 79.3 34.2 54.2 23 16.6 151.5 25.1
Muj 59.3 52.2 80.6 36.2 56.3 22.8 17.5 154.3 24.9
Muj 45.1 46.5 69.3 31.6 48.3 21.5 15.1 140.8 15.5
Muj 59.4 58.6 68.5 37.1 52.3 21.8 15.8 155.7 24.5
Muj 62.2 55.7 79.1 36.1 53.6 22.3 16.6 155.4 25.8
Muj 72.1 57.3 92.3 37.6 53.7 22.4 16.5 151.9 31.3
Muj 55 50.5 84.2 33.3 51.4 21.8 16.4 149.4 24.6
Muj 53.9 53.9 73.8 33.6 52.4 21.4 14.6 140.7 27.2
Muj 70.9 56.6 95.6 35.6 55 20.9 15.3 149.5 31.7
Muj 47.6 49.9 64.9 33.1 53.9 23.4 16.4 156.2 20.6
Muj 55.6 59 78.7 40.6 51.5 21.3 15.2 143.7 26.9
Muj 54.8 51.3 74.2 34.7 50.9 22.4 16.4 158.5 21.8
Muj 47.3 48.2 68.2 31.2 53.9 22.7 16.3 156.3 19.4
Muj 63.1 55.6 82.4 34.8 53.4 21.5 15.3 152.3 27.2
Muj 63 55.2 84.9 36.6 54.7 24.1 17.4 158.3 25.1
Muj 54.5 49.2 79.3 33.3 52.9 22.5 16.9 151.8 23.7
Muj 55.8 51.3 78 34.4 51.2 21.9 15.9 148.9 25.2
Muj 49.4 53.3 67.6 35.7 53.5 22.6 16.7 154.4 20.7
Muj 51.5 47.7 71 33.8 54.1 22.1 16.2 157.7 20.7
Muj 55.4 54.4 74.3 34.2 52.8 24 16.2 155.2 23
Muj 63.6 62.2 80.2 38.5 53.8 22 17.1 151.1 27.9
Muj 45.1 49.1 61 35.3 53 22.2 15.7 159.7 17.7
Muj 57.9 49.3 78.7 34.7 53.4 24.1 16.4 159 22.9
Muj 46.1 49 62.5 33.5 51.9 22.5 16.1 152.6 19.8
Muj 59.5 56.9 73.2 38.9 56.5 23.9 17.8 162 22.7
Muj 56.6 58.5 67.9 38.8 55.6 23 16 156.1 23.2
Muj 87.2 70 99.9 43.6 56.3 21.6 14.8 144.2 41.9
Muj 60.4 58.1 72.3 39.5 54 22.4 17.1 156.6 24.6
Muj 66 59.3 75.8 44.3 57.8 24 17.4 167.1 23.6
Muj 55.5 58.5 68.9 40 51.4 21.4 15.4 145.5 26.2
Muj 46.8 48.7 64.5 35.5 55 22.7 16.7 160.4 18.2
Muj 54.3 55.1 66.7 40.2 51.4 22.4 16.5 155.4 22.5
Muj 51.4 53.4 64.4 38.4 54.2 22.8 16.8 155.1 21.4
Muj 54.2 57.2 65.5 41.2 57.3 22.4 16 159.4 21.3
Muj 51.4 54.4 68.5 37.7 51.3 21.9 15.9 150.6 22.7
Muj 42.9 48.7 65.5 33.3 49.2 21.2 15.6 147.7 19.7
Muj 52.6 54.5 68.4 39.1 51.9 22.4 15.8 155.3 21.8
Muj 47.7 52.2 62.5 32.2 51 22 16 151 20.9
Muj 85.5 66.5 99 45.2 59 24.5 18.2 172.5 28.7
Muj 65.6 57 87.2 39.1 51 22.4 16 147.3 30.2
Muj 53.9 51.1 67.1 36 52.5 23.9 17.7 151.3 23.6
Muj 50.1 56 69.4 39 52.3 21.3 15.6 150.9 22
Muj 61.8 57.8 79.9 41.3 53.3 21.8 15.3 146.4 28.8
Muj 67.4 58.2 91.1 44.3 53 23.6 16.7 152.5 29
Muj 68.4 64 81 40.7 55.1 23 15.9 148.8 30.9
Muj 62.6 57.2 72.9 39.6 55.3 23.7 17.1 159.8 24.5
Muj 64.4 58.7 86 40.5 53.3 23 16.8 151.3 28.1
Muj 71.7 64 80.3 44.3 57.3 23.7 16.6 156.9 29.1
Muj 68.8 58.1 84.5 40.4 58.3 24.2 17.5 159.6 27
Muj 68.1 57.7 87.9 39.4 57 23.7 17.4 158.6 27.1
Muj 61.2 58 74.5 39.5 56.7 23.3 16.4 155.5 25.3
Muj 61.2 62 72.5 42.8 53 22.4 15.4 150.9 26.9
Muj 64.5 60.9 91.5 43.5 56.6 22.8 16 152.7 27.7
Muj 69.4 62.7 82.5 40.9 57 23.5 17 153.5 29.5
Muj 53.9 57.4 69.5 38.6 53.2 22 16 154.6 22.6
Muj 53.6 54.8 74 39.4 53.2 21.4 15.4 149.2 24.1
Muj 57.1 59.3 71.9 39.3 55.4 23 17.1 154.7 23.9
Muj 59.5 55 80.5 40.4 56.5 23 16.7 150.5 26.3
Muj 81.7 66 96.1 43 59.5 23.3 17.1 161.4 31.4
Muj 83.6 66.5 103.4 45.6 58.1 22.9 16.9 157.2 33.8
Muj 52.8 53.3 70.9 37.6 55.7 24 17.6 155.5 21.8
Muj 55.4 54.6 72.3 39.2 53.7 22.6 15.8 151.7 24.1
Muj 48.8 53.2 62.2 37 54.8 23.5 16.9 160.5 18.9
Muj 56.4 54.4 69.2 37.3 57.3 25 17.7 161.2 21.7
Muj 49.1 48.2 61.2 36.8 54.3 23.9 16.5 160.4 19.1
Muj 65 60.1 81.3 44 59.5 22.6 16.4 156.7 26.5
Muj 69.8 57 89.5 40.3 55.1 23.5 16.8 162.7 26.4
Muj 64 57.5 78.4 38.3 56.1 23.3 16.6 155.3 26.5
Muj 62 56 81.5 37 54.4 23.6 16.5 157.8 24.9
Muj 58.1 57.8 74.1 42.5 56.8 22.2 15.8 157.9 23.3
Muj 66.9 59.1 76.5 39.6 53.9 23 17 161.2 25.8
Muj 54.8 52.6 66.3 38 54.2 22 16.5 159 21.7
Muj 65.2 60 74.7 43.6 54.7 22.8 15.9 148.9 29.4
Muj 58.1 53.4 76.5 37 56.2 23.5 16.9 159.3 22.9
Muj 56.5 54.3 69.3 38.8 54 24 18.2 163.5 20.6
Muj 59.3 57.2 76.5 39.5 55.2 22.2 16.2 156.1 24.3
Muj 51.7 56.9 72 38.2 55.1 21 15.7 153.1 22.1
Muj 51.7 54.4 62.1 36.8 55 22 15.9 154.8 21.6
Muj 69.6 64.1 90.4 44 57.3 22.3 16 152.2 30.1
Muj 54.2 53.1 70.1 38.3 52.3 23.8 17 150.4 24
Muj 78.6 66.2 86.4 44.6 57 23.6 17.9 160.7 30.4
Muj 56.9 56 72.4 41 53.5 23 16.7 151.4 24.8
Muj 56.9 53.1 80.2 40.5 52.6 22.7 16.1 151.6 24.8
Muj 47.1 49 63.3 33.7 53.6 22.4 16.8 156.2 19.3
Muj 60.4 55.4 72.5 39.7 57.6 24 17.5 166.4 21.8
Muj 62.7 59.5 68.6 42 58.1 25.2 18.2 165.5 22.9
Muj 53.2 54.4 66.1 40.2 52.9 22.8 16.5 154.8 22.2
Muj 74.5 64.4 87.7 40.9 57.2 23.6 16.6 157 30.2
Muj 53.6 54.3 67.3 35.9 55.4 22.7 16.5 160.9 20.7
Muj 54.5 50.4 75.2 36.8 54.6 22.9 16.4 150.4 24.1
Muj 46.8 49.3 70.4 31.8 50 20.6 15.7 144.1 22.5
Muj 62.7 59.2 74.9 38.2 54.7 23.1 17.1 157.4 25.3
Muj 72.1 62.3 93.6 36.5 53.7 22.5 16.5 152 31.2
Muj 75.8 60.2 88.4 39 58 25.4 18.6 165.8 27.6
Muj 53.6 56.4 72.7 34 51.2 22.6 16.4 145.5 25.3
Muj 71 60.1 93.4 35.8 55.5 22.7 17.3 157.4 28.7
Muj 67.7 56.8 91.9 36.6 53.7 20.6 16 148.1 30.9
Muj 57.2 51.5 76.6 33.7 51.4 22.8 16.3 147.4 26.3
Muj 55.1 51.8 80.7 30.5 52.5 22 16.8 145.8 25.9
Muj 68.3 59.9 79.8 37.1 53.7 23.7 17.1 153.4 29
Muj 65.4 58.3 84 35.1 54.9 23.5 17.2 157.5 26.4
Muj 66.1 57.7 79.6 35.8 56.5 23.7 17 161.3 25.4
Muj 67.7 57.5 96.3 36.8 54.8 23.4 16.6 151 29.7
Muj 59.8 55.6 80.3 33.9 56.5 23.6 16.9 152.8 25.6
Muj 48 49 65.1 31.1 50.6 22.9 17 154 20.2
Muj 58.9 61.8 80.3 36.8 55.4 22.4 16.1 149.4 26.4
Muj 70.8 66.5 93.2 40.4 52.4 21.5 16.5 146.6 32.9
Muj 68.2 60.5 93.3 34.5 58.4 24.1 18.5 161.3 26.2
Muj 70.4 62.5 84 37.5 55.7 23.4 16.9 154.4 29.5
Muj 73.3 64.8 95 38.1 54.8 22.6 16.6 149.7 32.7
Muj 58.3 56.6 82.1 32.7 52.3 22.5 16.6 146.7 27.1
Muj 50.3 49.6 71 32.8 49.9 21.9 15.5 151.4 21.9
Muj 53.5 54.6 74.8 33.2 53.5 23.7 17.6 163.6 20
Muj 53.5 51.5 74.4 31.9 54.2 23.6 16.6 152.1 23.1
Muj 61.3 56 84.5 35.2 54.9 22.7 16.8 156.1 25.2
Muj 56.1 58 69.1 34.3 52.5 23.2 17.3 153.3 23.9
Muj 59.1 55.4 82.6 34.1 52.2 21.6 16.2 152.6 25.4
Muj 53 60.5 69.8 35.4 55.1 24.3 17.6 157.6 21.3
Muj 58 54.1 80.2 33.9 51.3 22.6 16.2 147.4 26.7
Muj 66.5 56.1 86.4 35.7 52.3 22.5 16.8 147.7 30.5
Muj 44.2 49.2 60.7 32.2 52.1 22.1 16.5 156.3 18.1
Muj 49.1 51.5 70.3 33.3 53 22 16.4 156.3 20.1
Muj 51.4 54.6 65.9 32.9 51.9 21.6 15.8 150.3 22.8
Muj 56.5 54.4 69.4 33.6 54.1 20.6 15.5 152.1 24.4
Muj 54.5 56.9 77.1 34.2 54.8 21.1 15.2 152.6 23.4
Muj 79.7 65.4 104.1 37.4 57.4 22.2 16.1 154.5 33.4
Muj 61.3 56 74.3 33.7 54.7 23.4 16.8 159.4 24.1
Muj 50.8 50.4 70.1 31.9 51.9 21.9 15.9 150.8 22.3
Muj 54.5 55.1 77.5 34.1 52.2 21.9 15.6 145.5 25.7
Muj 46.2 49.4 62.1 30.8 50.1 22 16.2 151.4 20.2
Muj 64.3 59 74.3 35.1 56.7 24 16.6 161.7 24.6
Muj 47.7 49.9 68.2 32.5 52.7 21.7 16 155.8 19.7
Muj 49.4 53.2 67.5 31.7 51 22.7 16 153.1 21.1
Muj 56.7 59 65.1 38.2 56.5 23.8 16.8 160.7 22
Muj 65.7 62.4 85.3 37.5 54.7 22.5 15.9 156.3 26.9
Muj 46.4 50.5 70.6 29.9 50.6 21.1 16 144.8 22.1
Muj 59.3 54.1 74.8 36.6 55.9 23.6 17.5 159.3 23.4
Muj 53.7 56.9 63.7 37.8 56.5 23 15.5 155.6 22.2
Muj 60 61.2 76.3 38.5 55.1 23.3 16.6 156.8 24.4
Muj 54.8 59.3 70.4 39.3 55.7 22.1 15.1 149.5 24.5
Muj 54.5 54.5 69.9 36 56.8 23.5 16 159.5 21.4
Muj 63.6 60.4 73.4 39.1 58.5 23.6 17.2 158.3 25.4
Muj 50.2 47.3 69.1 33 53.1 22.6 16.1 157.1 20.3
Muj 55.9 52.7 68.9 36.2 55.2 23.3 16.7 162.3 21.2
Muj 66.7 66.8 79.9 41.5 55.9 23.5 17.1 155.7 27.5
Muj 74.3 66.3 74.8 41.2 60.6 23.5 17.6 169.6 25.8
Muj 68.9 60.1 76.7 38.4 59.8 24 16.9 164 25.6
Muj 49.6 53 65.2 35.4 52.3 23.4 16.6 154.6 20.8
Muj 52 55.4 67.2 36.5 53.3 22.2 16.5 152 22.5
Muj 42.3 47.6 60.2 31.4 49.4 21.5 15.1 147.9 19.3
Muj 55.3 55.2 73.6 36 52.3 21 15.7 148.8 25
Muj 50.9 54.1 66 36.3 50.2 21.7 15.9 151.5 22.2
Muj 48.9 51.2 61.5 34 53.9 22.6 16.3 157.9 19.6
Muj 63.5 61.3 76.7 39 55.8 22.2 16.4 153 27.1
Muj 61 61.3 71 38.4 57 23 17.4 157.9 24.5
Muj 46.7 48.1 62.5 32.4 51.7 23.5 16.6 156.7 19
Muj 49.2 52.8 66.2 34.7 51.2 21.4 15.7 149.9 21.9
Muj 56 53.5 67.3 34.4 53.3 23.2 17.3 160.4 21.8
Muj 61.5 57.5 70.3 37.3 55.5 23 16.1 160.2 24
