Sexo,P1,P7,P16,P22,P27,P29,P38,CAT_IMC
Muj,70.4,61.2,82.3,39.2,24.4,17.5,163.4,NORMAL
Muj,47.5,48.6,63.1,34.7,21.5,16.5,154.6,DELGADO
Muj,55.3,52.2,73.7,33.7,25.2,17.9,163.1,NORMAL
Muj,44.2,47.5,64.1,30.7,21.6,15.7,148.3,NORMAL
Muj,50.7,52,67.7,35.7,23,16.8,155.3,NORMAL
Muj,55.4,55.7,76.2,34.6,21.1,15.2,146.9,NORMAL
Muj,70.4,59,91.4,37.6,23,16.6,159,NORMAL
Muj,68.2,55.2,88,34.9,23.9,16.7,155.4,OBESO
Muj,52.5,50.4,75.2,32.6,23.5,16.1,151.2,NORMAL
Muj,61.6,62.9,71.7,38.5,23.1,16.2,156.1,NORMAL
Muj,71.8,58.5,86.7,38.5,24.3,17.6,157.6,OBESO
Muj,61.7,58,80.2,39.2,22.7,16.8,153,NORMAL
Muj,69.3,60.2,81.2,40,22.1,16,153.2,OBESO
Muj,62.8,58.4,82,38.5,21.4,15.7,151.1,NORMAL
Muj,58.2,54.3,79.8,37.2,23.9,16,157.1,NORMAL
Muj,57.5,55.1,79.3,34.2,23,16.6,151.5,NORMAL
Muj,59.3,52.2,80.6,36.2,22.8,17.5,154.3,NORMAL
Muj,45.1,46.5,69.3,31.6,21.5,15.1,140.8,DELGADO
Muj,59.4,58.6,68.5,37.1,21.8,15.8,155.7,NORMAL
Muj,62.2,55.7,79.1,36.1,22.3,16.6,155.4,NORMAL
Muj,72.1,57.3,92.3,37.6,22.4,16.5,151.9,OBESO
Muj,55,50.5,84.2,33.3,21.8,16.4,149.4,NORMAL
Muj,53.9,53.9,73.8,33.6,21.4,14.6,140.7,NORMAL
Muj,70.9,56.6,95.6,35.6,20.9,15.3,149.5,OBESO
Muj,47.6,49.9,64.9,33.1,23.4,16.4,156.2,NORMAL
Muj,55.6,59,78.7,40.6,21.3,15.2,143.7,NORMAL
Muj,54.8,51.3,74.2,34.7,22.4,16.4,158.5,NORMAL
Muj,47.3,48.2,68.2,31.2,22.7,16.3,156.3,DELGADO
Muj,63.1,55.6,82.4,34.8,21.5,15.3,152.3,NORMAL
Muj,63,55.2,84.9,36.6,24.1,17.4,158.3,NORMAL
Muj,54.5,,79.3,33.3,22.5,16.9,151.8,NORMAL
Muj,55.8,51.3,78,34.4,21.9,15.9,148.9,NORMAL
Muj,49.4,53.3,67.6,35.7,22.6,16.7,154.4,NORMAL
Muj,51.5,47.7,71,33.8,22.1,16.2,157.7,NORMAL
Muj,55.4,54.4,74.3,34.2,24,16.2,155.2,NORMAL
Muj,63.6,62.2,80.2,38.5,22,17.1,151.1,NORMAL
Muj,45.1,49.1,61,35.3,22.2,15.7,159.7,DELGADO
Muj,57.9,49.3,78.7,34.7,24.1,16.4,159,NORMAL
Muj,46.1,49,62.5,33.5,22.5,16.1,152.6,DELGADO
Muj,59.5,56.9,73.2,38.9,23.9,17.8,162,NORMAL
Muj,56.6,58.5,67.9,38.8,23,16,156.1,NORMAL
Muj,87.2,70,99.9,43.6,21.6,14.8,144.2,OBESO
Muj,60.4,58.1,72.3,39.5,22.4,17.1,156.6,NORMAL
Muj,66,59.3,75.8,44.3,24,17.4,167.1,NORMAL
Muj,55.5,58.5,68.9,40,21.4,15.4,145.5,NORMAL
Muj,46.8,48.7,64.5,35.5,22.7,16.7,160.4,DELGADO
Muj,54.3,55.1,66.7,40.2,22.4,16.5,155.4,NORMAL
Muj,51.4,53.4,64.4,38.4,22.8,16.8,155.1,NORMAL
Muj,54.2,57.2,65.5,41.2,22.4,16,159.4,NORMAL
Muj,51.4,54.4,68.5,37.7,21.9,15.9,150.6,NORMAL
Muj,42.9,48.7,65.5,33.3,21.2,15.6,147.7,DELGADO
Muj,52.6,54.5,68.4,39.1,22.4,15.8,155.3,NORMAL
Muj,47.7,52.2,62.5,32.2,22,16,151,NORMAL
Muj,85.5,66.5,99,45.2,24.5,18.2,172.5,OBESO
Muj,65.6,57,87.2,39.1,22.4,16,147.3,OBESO
Muj,53.9,51.1,67.1,36,23.9,17.7,151.3,NORMAL
Muj,50.1,56,69.4,39,21.3,15.6,150.9,NORMAL
Muj,61.8,57.8,79.9,41.3,21.8,15.3,146.4,OBESO
Muj,67.4,58.2,91.1,44.3,23.6,16.7,152.5,OBESO
Muj,68.4,64,81,40.7,23,15.9,148.8,OBESO
Muj,62.6,57.2,72.9,39.6,23.7,17.1,159.8,NORMAL
Muj,64.4,58.7,86,40.5,23,16.8,151.3,OBESO
Muj,71.7,64,80.3,44.3,23.7,16.6,156.9,OBESO
Muj,68.8,58.1,84.5,40.4,24.2,17.5,159.6,NORMAL
Muj,68.1,57.7,87.9,39.4,23.7,17.4,158.6,NORMAL
Muj,61.2,58,74.5,39.5,23.3,16.4,155.5,NORMAL
Muj,61.2,62,72.5,42.8,22.4,15.4,150.9,NORMAL
Muj,64.5,60.9,91.5,43.5,22.8,16,152.7,NORMAL
Muj,69.4,62.7,82.5,40.9,23.5,17,153.5,OBESO
Muj,53.9,57.4,69.5,38.6,22,16,154.6,NORMAL
Muj,53.6,54.8,74,39.4,21.4,15.4,149.2,NORMAL
Muj,57.1,59.3,71.9,39.3,23,17.1,154.7,NORMAL
Muj,59.5,55,80.5,40.4,23,16.7,150.5,NORMAL
Muj,81.7,66,96.1,43,23.3,17.1,161.4,OBESO
Muj,83.6,66.5,103.4,45.6,22.9,16.9,157.2,OBESO
Muj,52.8,53.3,70.9,37.6,24,17.6,155.5,NORMAL
Muj,55.4,54.6,72.3,39.2,22.6,15.8,151.7,NORMAL
Muj,48.8,53.2,62.2,37,23.5,16.9,160.5,DELGADO
Muj,56.4,54.4,69.2,37.3,25,17.7,161.2,NORMAL
Muj,49.1,48.2,61.2,36.8,23.9,16.5,160.4,DELGADO
Muj,65,60.1,81.3,44,22.6,16.4,156.7,NORMAL
Muj,69.8,57,89.5,40.3,23.5,16.8,162.7,NORMAL
Muj,64,57.5,78.4,38.3,23.3,16.6,155.3,NORMAL
Muj,62,56,81.5,,23.6,16.5,157.8,NORMAL
Muj,58.1,57.8,74.1,42.5,22.2,15.8,157.9,NORMAL
Muj,66.9,59.1,76.5,39.6,23,17,161.2,NORMAL
Muj,54.8,52.6,66.3,38,22,16.5,159,NORMAL
Muj,65.2,60,74.7,43.6,22.8,15.9,,OBESO
Muj,58.1,53.4,76.5,37,23.5,16.9,159.3,NORMAL
Muj,56.5,54.3,69.3,38.8,24,,163.5,NORMAL
Muj,59.3,57.2,76.5,39.5,22.2,16.2,156.1,NORMAL
Muj,51.7,56.9,72,38.2,21,15.7,153.1,NORMAL
Muj,51.7,54.4,62.1,36.8,22,15.9,154.8,NORMAL
Muj,69.6,64.1,90.4,44,22.3,16,152.2,OBESO
Muj,54.2,53.1,70.1,38.3,23.8,17,150.4,NORMAL
Muj,78.6,66.2,86.4,44.6,23.6,17.9,160.7,OBESO
Muj,56.9,56,72.4,41,23,16.7,151.4,NORMAL
Muj,56.9,53.1,80.2,40.5,22.7,16.1,151.6,NORMAL
Muj,47.1,49,,33.7,22.4,16.8,156.2,DELGADO
Muj,60.4,55.4,72.5,39.7,24,17.5,166.4,NORMAL
Muj,62.7,59.5,68.6,42,25.2,18.2,165.5,NORMAL
Muj,53.2,54.4,66.1,40.2,22.8,16.5,154.8,NORMAL
Muj,74.5,64.4,87.7,40.9,23.6,16.6,157,OBESO
Muj,53.6,54.3,67.3,35.9,22.7,16.5,160.9,NORMAL
Muj,54.5,50.4,75.2,36.8,22.9,16.4,150.4,NORMAL
Muj,46.8,49.3,70.4,31.8,20.6,15.7,144.1,NORMAL
Muj,62.7,59.2,74.9,38.2,23.1,17.1,157.4,NORMAL
Muj,72.1,62.3,93.6,36.5,22.5,16.5,152,OBESO
Muj,75.8,60.2,88.4,39,25.4,18.6,165.8,NORMAL
Muj,53.6,56.4,72.7,34,22.6,16.4,145.5,NORMAL
Muj,71,60.1,93.4,35.8,22.7,17.3,157.4,OBESO
Muj,67.7,56.8,91.9,36.6,20.6,16,148.1,OBESO
Muj,57.2,51.5,76.6,33.7,22.8,16.3,147.4,NORMAL
Muj,55.1,51.8,80.7,30.5,22,16.8,145.8,NORMAL
Muj,68.3,59.9,79.8,37.1,23.7,17.1,153.4,OBESO
Muj,65.4,58.3,84,35.1,23.5,17.2,157.5,NORMAL
Muj,66.1,57.7,79.6,35.8,23.7,17,161.3,NORMAL
Muj,67.7,57.5,96.3,36.8,23.4,16.6,151,OBESO
Muj,59.8,55.6,80.3,33.9,23.6,16.9,152.8,NORMAL
Muj,48,49,65.1,31.1,22.9,17,154,NORMAL
Muj,58.9,61.8,80.3,36.8,22.4,16.1,149.4,NORMAL
Muj,70.8,66.5,93.2,40.4,21.5,16.5,146.6,OBESO
Muj,68.2,60.5,93.3,34.5,24.1,18.5,161.3,NORMAL
Muj,70.4,62.5,84,37.5,23.4,16.9,154.4,OBESO
Muj,73.3,64.8,95,38.1,22.6,16.6,149.7,OBESO
Muj,58.3,56.6,82.1,32.7,22.5,16.6,146.7,NORMAL
Muj,50.3,49.6,71,32.8,21.9,15.5,151.4,NORMAL
Muj,53.5,54.6,74.8,33.2,23.7,17.6,163.6,NORMAL
Muj,53.5,51.5,74.4,31.9,23.6,16.6,152.1,NORMAL
Muj,,56,84.5,35.2,22.7,16.8,156.1,NORMAL
Muj,56.1,58,69.1,34.3,23.2,17.3,153.3,NORMAL
Muj,59.1,55.4,82.6,34.1,21.6,16.2,152.6,NORMAL
Muj,53,60.5,69.8,35.4,24.3,17.6,157.6,NORMAL
Muj,58,54.1,80.2,33.9,22.6,16.2,147.4,NORMAL
Muj,66.5,56.1,86.4,35.7,22.5,16.8,147.7,OBESO
Muj,44.2,49.2,60.7,32.2,22.1,16.5,156.3,DELGADO
Muj,49.1,51.5,70.3,33.3,22,16.4,156.3,NORMAL
Muj,51.4,54.6,65.9,32.9,21.6,15.8,150.3,NORMAL
Muj,56.5,54.4,69.4,33.6,20.6,15.5,152.1,NORMAL
Muj,54.5,56.9,77.1,34.2,21.1,15.2,152.6,NORMAL
Muj,79.7,,104.1,37.4,22.2,16.1,154.5,OBESO
Muj,61.3,56,74.3,33.7,23.4,16.8,159.4,NORMAL
Muj,50.8,50.4,70.1,31.9,21.9,15.9,150.8,NORMAL
Muj,54.5,55.1,77.5,34.1,21.9,15.6,145.5,NORMAL
Muj,46.2,49.4,62.1,30.8,22,16.2,151.4,NORMAL
Muj,64.3,59,74.3,35.1,24,16.6,161.7,NORMAL
Muj,47.7,49.9,68.2,32.5,21.7,16,155.8,DELGADO
Muj,49.4,53.2,67.5,31.7,22.7,16,153.1,NORMAL
Muj,56.7,59,65.1,38.2,23.8,16.8,160.7,NORMAL
Muj,65.7,62.4,85.3,37.5,22.5,15.9,156.3,NORMAL
Muj,46.4,50.5,70.6,29.9,21.1,16,144.8,NORMAL
Muj,59.3,54.1,74.8,36.6,23.6,17.5,159.3,NORMAL
Muj,53.7,56.9,63.7,37.8,23,15.5,155.6,NORMAL
Muj,60,61.2,76.3,38.5,23.3,16.6,156.8,NORMAL
Muj,54.8,59.3,70.4,39.3,22.1,15.1,149.5,NORMAL
Muj,54.5,54.5,69.9,36,23.5,16,159.5,NORMAL
Muj,63.6,60.4,73.4,39.1,23.6,17.2,158.3,NORMAL
Muj,50.2,47.3,69.1,33,22.6,16.1,157.1,NORMAL
Muj,55.9,52.7,68.9,36.2,23.3,16.7,162.3,NORMAL
Muj,66.7,66.8,79.9,41.5,23.5,17.1,155.7,NORMAL
Muj,74.3,66.3,74.8,41.2,23.5,17.6,169.6,NORMAL
Muj,68.9,60.1,76.7,38.4,24,16.9,164,NORMAL
Muj,49.6,53,65.2,35.4,23.4,16.6,154.6,NORMAL
Muj,52,55.4,67.2,36.5,22.2,16.5,152,NORMAL
Muj,42.3,47.6,60.2,31.4,21.5,15.1,147.9,DELGADO
Muj,55.3,55.2,73.6,36,21,15.7,148.8,NORMAL
Muj,50.9,54.1,66,36.3,21.7,15.9,151.5,NORMAL
Muj,48.9,51.2,61.5,34,22.6,16.3,157.9,DELGADO
Muj,63.5,61.3,76.7,39,22.2,16.4,153,NORMAL
Muj,61,61.3,71,38.4,23,17.4,157.9,NORMAL
Muj,46.7,48.1,62.5,32.4,23.5,,156.7,DELGADO
Muj,49.2,52.8,66.2,34.7,21.4,15.7,149.9,NORMAL
Muj,56,53.5,67.3,34.4,23.2,17.3,160.4,NORMAL
Muj,61.5,57.5,70.3,37.3,23,16.1,,NORMAL
